id,name,date,price
20,2022-12-06,3.43
21,2022-12-01,2.03
21,2022-12-02,2.21
21,2022-12-03,2.2
21,2022-12-05,2.42
21,2022-12-06,2.5
22,2022-12-01,5.22
22,2022-12-02,5.22
22,2022-12-03,5.22
22,2022-12-05,5.22
22,2022-12-06,5.22
23,2022-12-01,1.35
23,2022-12-02,1.47
23,2022-12-03,1.47
23,2022-12-05,1.47
23,2022-12-06,1.47
24,2022-12-01,2.34
24,2022-12-02,2.32
24,2022-12-03,2.33
24,2022-12-05,1.89
24,2022-12-06,2.01
25,2022-12-01,1.31
25,2022-12-02,1.31
25,2022-12-03,1.3
25,2022-12-05,1.31
25,2022-12-06,1.3
26,2022-12-01,2.88
26,2022-12-02,2.88
26,2022-12-03,2.88
26,2022-12-05,2.88
26,2022-12-06,2.87
27,2022-12-01,4.25
27,2022-12-02,4.13
27,2022-12-03,4.35
27,2022-12-05,4.2
27,2022-12-06,4.11
28,2022-12-01,4.71
28,2022-12-02,4.71
28,2022-12-03,4.69
28,2022-12-05,4.71
28,2022-12-06,4.71
29,2022-12-01,7.69
29,2022-12-02,8.6
29,2022-12-03,8.42
29,2022-12-05,9.08
29,2022-12-06,9.07
30,2022-12-01,23.86
30,2022-12-02,23.79
30,2022-12-03,23.85
30,2022-12-05,23.46
30,2022-12-06,23.89
31,2022-12-01,3.39
31,2022-12-02,2.71
31,2022-12-03,2.92
31,2022-12-05,3.19
31,2022-12-06,2.78
32,2022-12-01,5.97
32,2022-12-02,5.95
32,2022-12-03,5.7
32,2022-12-05,6.25
32,2022-12-06,6.23
34,2022-12-01,1.14
34,2022-12-02,1.12
34,2022-12-03,1.13
34,2022-12-05,1.13
34,2022-12-06,1.13
35,2022-11-30,2.03
35,2022-12-01,2.03
35,2022-12-02,2.03
35,2022-12-03,2.03
35,2022-12-05,2.03
37,2022-12-01,2.05
37,2022-12-02,2.06
37,2022-12-03,2.04
37,2022-12-05,2.04
37,2022-12-06,2.05
38,2022-12-01,7.34
38,2022-12-02,7.37
38,2022-12-03,7.34
38,2022-12-05,7.34
38,2022-12-06,7.34
40,2022-12-01,4.77
40,2022-12-02,4.76
40,2022-12-03,4.58
40,2022-12-05,4.72
40,2022-12-06,4.64
41,2022-12-01,3.65
41,2022-12-02,3.52
41,2022-12-03,3.62
41,2022-12-05,3.49
41,2022-12-06,3.72
42,2022-12-01,2.06
42,2022-12-02,2.06
42,2022-12-03,2.15
42,2022-12-05,2.04
42,2022-12-06,2.08
43,2022-12-01,1.24
43,2022-12-02,1.27
43,2022-12-03,1.26
43,2022-12-05,1.25
43,2022-12-06,1.25
44,2022-12-01,2.98
44,2022-12-02,3.17
44,2022-12-03,3
44,2022-12-05,3.15
44,2022-12-06,2.98
45,2022-12-01,2.9
45,2022-12-02,2.91
45,2022-12-03,2.9
45,2022-12-05,2.89
45,2022-12-06,2.89
46,2022-12-01,2.19
46,2022-12-02,2.19
46,2022-12-03,2.19
46,2022-12-05,2.19
46,2022-12-06,2.19
47,2022-12-01,6.84
47,2022-12-02,6.86
47,2022-12-03,6.86
47,2022-12-05,6.83
47,2022-12-06,6.8
48,2022-12-01,1.08
48,2022-12-02,1.08
48,2022-12-03,1.1
48,2022-12-05,1.09
48,2022-12-06,1.08
49,2022-12-01,2.37
49,2022-12-02,2.33
49,2022-12-03,2.42
49,2022-12-05,2.33
49,2022-12-06,2.29
50,2022-12-01,2.38
50,2022-12-02,2.39
50,2022-12-03,2.45
50,2022-12-05,2.44
50,2022-12-06,2.46
51,2022-12-01,15.64
51,2022-12-02,15.74
51,2022-12-03,16.15
51,2022-12-05,15.5
51,2022-12-06,15.04
52,2022-12-01,3.78
52,2022-12-02,3.75
52,2022-12-03,3.78
52,2022-12-05,3.79
52,2022-12-06,3.78
53,2022-12-01,5.79
53,2022-12-02,5.42
53,2022-12-03,5.46
53,2022-12-05,6.13
53,2022-12-06,6.05
54,2022-12-01,4.51
54,2022-12-02,5
54,2022-12-03,5.16
54,2022-12-05,4.95
54,2022-12-06,4.95
55,2022-12-01,3.55
55,2022-12-02,3.54
55,2022-12-03,3.55
55,2022-12-05,3.47
55,2022-12-06,4.19
56,2022-12-01,3.6
56,2022-12-02,3.6
56,2022-12-03,3.55
56,2022-12-05,3.51
56,2022-12-06,3.48
57,2022-12-01,2.59
57,2022-12-02,2.59
57,2022-12-03,2.62
57,2022-12-05,2.6
57,2022-12-06,2.59
58,2022-12-01,2.5
58,2022-12-02,2.5
58,2022-12-03,2.5
58,2022-12-05,2.5
58,2022-12-06,2.5
60,2022-12-01,3.03
60,2022-12-02,3.03
60,2022-12-03,3.03
60,2022-12-05,3.04
60,2022-12-06,3.04
62,2022-12-01,4.64
62,2022-12-02,4.7
62,2022-12-03,4.74
62,2022-12-05,4.68
62,2022-12-06,4.63
63,2022-12-01,7.26
63,2022-12-02,7.24
63,2022-12-03,7.32
63,2022-12-05,7.09
63,2022-12-06,7.14
64,2022-12-01,4.46
64,2022-12-02,4.47
64,2022-12-03,4.48
64,2022-12-05,4.47
64,2022-12-06,4.22
65,2022-12-01,3.19
65,2022-12-02,2.82
65,2022-12-03,2.82
65,2022-12-05,2.82
65,2022-12-06,2.82
66,2022-12-01,3.36
66,2022-12-02,3.37
66,2022-12-03,3.37
66,2022-12-05,3.36
66,2022-12-06,3.38
67,2022-12-01,1.65
67,2022-12-02,1.61
67,2022-12-03,1.63
67,2022-12-05,1.61
67,2022-12-06,1.64
68,2022-12-01,3.61
68,2022-12-02,3.91
68,2022-12-03,3.87
68,2022-12-05,3.45
68,2022-12-06,3.84
69,2022-12-01,9.14
69,2022-12-02,9.08
69,2022-12-03,8.98
69,2022-12-05,9.16
69,2022-12-06,9.1
70,2022-12-01,15.53
70,2022-12-02,15.49
70,2022-12-03,15.5
70,2022-12-05,15.33
70,2022-12-06,15.37
71,2022-12-01,3.11
71,2022-12-02,3.05
71,2022-12-03,3.1
71,2022-12-05,3.08
71,2022-12-06,3.11
72,2022-12-01,2.71
72,2022-12-02,2.73
72,2022-12-03,2.73
72,2022-12-05,2.72
72,2022-12-06,2.73
73,2022-12-01,0.61
73,2022-12-02,0.62
73,2022-12-03,0.62
73,2022-12-05,0.63
73,2022-12-06,0.62
74,2022-12-01,1.41
74,2022-12-02,1.41
74,2022-12-03,1.4
74,2022-12-05,1.42
74,2022-12-06,1.43
75,2022-12-01,1.51
75,2022-12-02,1.53
75,2022-12-03,1.53
75,2022-12-05,1.52
75,2022-12-06,1.53
76,2022-12-01,8.73
76,2022-12-02,8.75
76,2022-12-03,8.35
76,2022-12-05,9.21
76,2022-12-06,9.2
77,2022-12-01,4.5
77,2022-12-02,4.5
77,2022-12-03,4.5
77,2022-12-05,4.5
77,2022-12-06,4.5
78,2022-12-01,1.84
78,2022-12-02,1.83
78,2022-12-03,1.83
78,2022-12-05,1.83
78,2022-12-06,1.9
79,2022-12-01,1.31
79,2022-12-02,1.3
79,2022-12-03,1.34
79,2022-12-05,1.34
79,2022-12-06,1.39
81,2022-12-01,3.24
81,2022-12-02,3.26
81,2022-12-03,3.24
81,2022-12-05,3.25
81,2022-12-06,3.27
82,2022-11-30,2.04
82,2022-12-01,2.04
82,2022-12-02,2.04
82,2022-12-03,2.04
82,2022-12-05,2.04
84,2022-12-01,10
84,2022-12-02,9.97
84,2022-12-03,10
84,2022-12-05,10.66
84,2022-12-06,10.66
85,2022-12-01,2.25
85,2022-12-02,2.23
85,2022-12-03,2.26
85,2022-12-05,2.31
85,2022-12-06,2.32
86,2022-12-01,5.91
86,2022-12-02,5.97
86,2022-12-03,5.97
86,2022-12-05,5.93
86,2022-12-06,5.99
87,2022-12-01,1.69
87,2022-12-02,1.74
87,2022-12-03,1.8
87,2022-12-05,1.74
87,2022-12-06,1.74
88,2022-12-01,1.75
88,2022-12-02,1.7
88,2022-12-03,1.71
88,2022-12-05,1.73
88,2022-12-06,1.86
89,2022-12-01,2.2
89,2022-12-02,2.44
89,2022-12-03,2.62
89,2022-12-05,2.39
89,2022-12-06,2.55
90,2022-12-01,1.37
90,2022-12-02,1.38
90,2022-12-03,1.4
90,2022-12-05,1.39
90,2022-12-06,1.38
91,2022-12-01,5.11
91,2022-12-02,5.36
91,2022-12-03,5.47
91,2022-12-05,5.36
91,2022-12-06,5.43
92,2022-12-01,2.76
92,2022-12-02,2.78
92,2022-12-03,2.9
92,2022-12-05,2.79
92,2022-12-06,3.03
93,2022-12-01,4.09
93,2022-12-02,4.16
93,2022-12-03,4.1
93,2022-12-05,4.18
93,2022-12-06,4.18
94,2022-12-01,5.82
94,2022-12-02,5.9
94,2022-12-03,5.88
94,2022-12-05,5.83
94,2022-12-06,5.91
95,2022-12-01,4.31
95,2022-12-02,4.33
95,2022-12-03,4.29
95,2022-12-05,4.28
95,2022-12-06,4.4
96,2022-12-01,1.34
96,2022-12-02,1.34
96,2022-12-03,1.35
96,2022-12-05,1.34
96,2022-12-06,1.33
97,2022-12-01,3.49
97,2022-12-02,3.49
97,2022-12-03,3.48
97,2022-12-05,3.49
97,2022-12-06,3.68
98,2022-12-01,5.75
98,2022-12-02,5.76
98,2022-12-03,5.8
98,2022-12-05,5.73
98,2022-12-06,5.95
99,2022-12-01,4.11
99,2022-12-02,3.94
99,2022-12-03,3.53
99,2022-12-05,3.88
99,2022-12-06,3.93
100,2022-12-01,1.85
100,2022-12-02,1.85
100,2022-12-03,2.91
100,2022-12-05,2.92
100,2022-12-06,3.26
101,2022-12-01,3.74
101,2022-12-02,4.07
101,2022-12-03,4.06
101,2022-12-05,4.05
101,2022-12-06,4.29
102,2022-12-01,2.91
102,2022-12-02,2.95
102,2022-12-03,2.98
102,2022-12-05,3.14
102,2022-12-06,3.35
103,2022-12-01,2.41
103,2022-12-02,2.51
103,2022-12-03,2.54
103,2022-12-05,2.49
103,2022-12-06,2.68
104,2022-12-01,8.81
104,2022-12-02,8.83
104,2022-12-03,8.82
104,2022-12-05,8.81
104,2022-12-06,8.82
105,2022-12-01,1.55
105,2022-12-02,1.33
105,2022-12-03,1.33
105,2022-12-05,1.55
105,2022-12-06,1.33
106,2022-12-01,1.97
106,2022-12-02,1.95
106,2022-12-03,1.96
106,2022-12-05,1.96
106,2022-12-06,1.96
107,2022-12-01,18.89
107,2022-12-02,19.05
107,2022-12-03,18.98
107,2022-12-05,18.95
107,2022-12-06,19.04
108,2022-12-01,2.21
108,2022-12-02,2.22
108,2022-12-03,2.28
108,2022-12-05,2.28
108,2022-12-06,2.28
109,2022-12-01,1.69
109,2022-12-02,1.71
109,2022-12-03,1.67
109,2022-12-05,1.75
109,2022-12-06,1.75
110,2022-12-01,2.24
110,2022-12-02,2.19
110,2022-12-03,2.16
110,2022-12-05,2.3
110,2022-12-06,2.34
111,2022-12-01,7.09
111,2022-12-02,6.83
111,2022-12-03,6.85
111,2022-12-05,7.07
111,2022-12-06,6.93
112,2022-12-01,2.99
112,2022-12-02,2.97
112,2022-12-03,2.97
112,2022-12-05,2.99
112,2022-12-06,2.97
113,2022-12-01,1.75
113,2022-12-02,1.78
113,2022-12-03,1.79
113,2022-12-05,1.8
113,2022-12-06,1.79
114,2022-12-01,1.07
114,2022-12-02,1.09
114,2022-12-03,1.07
114,2022-12-05,1.14
114,2022-12-06,1.14
115,2022-12-01,1.21
115,2022-12-02,1.17
115,2022-12-03,1.21
115,2022-12-05,1.24
115,2022-12-06,1.23
116,2022-11-30,10.84
116,2022-12-01,10.83
116,2022-12-02,10.84
116,2022-12-03,10.82
116,2022-12-05,10.87
117,2022-12-01,1.75
117,2022-12-02,1.75
117,2022-12-03,1.72
117,2022-12-05,1.92
117,2022-12-06,1.86
118,2022-12-01,4.16
118,2022-12-02,4.29
118,2022-12-03,4.29
118,2022-12-05,4.31
118,2022-12-06,4.29
119,2022-12-01,1.62
119,2022-12-02,1.63
119,2022-12-03,1.63
119,2022-12-05,1.62
119,2022-12-06,1.63
120,2022-12-01,1.86
120,2022-12-02,1.84
120,2022-12-03,1.83
120,2022-12-05,1.86
120,2022-12-06,1.83
121,2022-12-01,5.56
121,2022-12-02,5.15
121,2022-12-03,5.06
121,2022-12-05,4.99
121,2022-12-06,4.97
122,2022-12-01,1.79
122,2022-12-02,1.79
122,2022-12-03,1.79
122,2022-12-05,1.78
122,2022-12-06,1.79
123,2022-11-30,29.14
123,2022-12-01,29.14
123,2022-12-02,29.14
123,2022-12-03,29.14
123,2022-12-05,29.14
124,2022-12-01,1.82
124,2022-12-02,1.82
124,2022-12-03,1.86
124,2022-12-05,1.82
124,2022-12-06,1.82
125,2022-12-01,4.95
125,2022-12-02,5.14
125,2022-12-03,5.23
125,2022-12-05,4.84
125,2022-12-06,5.07
126,2022-12-01,1.74
126,2022-12-02,1.75
126,2022-12-03,1.79
126,2022-12-05,1.72
126,2022-12-06,1.76
127,2022-12-01,12.24
127,2022-12-02,12.82
127,2022-12-03,13
127,2022-12-05,13.69
127,2022-12-06,13.51
128,2022-12-01,2.96
128,2022-12-02,2.98
128,2022-12-03,3.03
128,2022-12-05,3.07
128,2022-12-06,3.08
129,2022-12-01,4.33
129,2022-12-02,4.33
129,2022-12-03,4.53
129,2022-12-05,4.22
129,2022-12-06,4.39
130,2022-12-01,3.9
130,2022-12-02,3.87
130,2022-12-03,3.76
130,2022-12-05,3.82
130,2022-12-06,3.87
131,2022-12-01,4.05
131,2022-12-02,4.1
131,2022-12-03,3.97
131,2022-12-05,4.06
131,2022-12-06,4.06
132,2022-12-01,19.14
132,2022-12-02,19.12
132,2022-12-03,19.07
132,2022-12-05,19.14
132,2022-12-06,18.34
134,2022-12-01,3.72
134,2022-12-02,3.71
134,2022-12-03,3.73
134,2022-12-05,3.72
134,2022-12-06,3.73
135,2022-12-01,1.6
135,2022-12-02,1.6
135,2022-12-03,1.62
135,2022-12-05,1.61
135,2022-12-06,1.58
136,2022-12-01,3.76
136,2022-12-02,3.23
136,2022-12-03,3.76
136,2022-12-05,2.9
136,2022-12-06,2.9
137,2022-12-01,0.59
137,2022-12-02,0.59
137,2022-12-03,0.59
137,2022-12-05,0.59
137,2022-12-06,0.6
138,2022-12-01,8.43
138,2022-12-02,8.65
138,2022-12-03,8.44
138,2022-12-05,8.47
138,2022-12-06,8.67
139,2022-10-26,5.16
139,2022-10-27,5.16
139,2022-10-28,5.16
139,2022-10-29,5.16
139,2022-11-30,2.59
140,2022-12-01,13.78
140,2022-12-02,13.82
140,2022-12-03,14.03
140,2022-12-05,12.51
140,2022-12-06,14.31
141,2022-12-01,6.61
141,2022-12-02,6.43
141,2022-12-03,6.65
141,2022-12-05,6.34
141,2022-12-06,5.94
142,2022-12-01,4.41
142,2022-12-02,4.29
142,2022-12-03,4.43
142,2022-12-05,4.44
142,2022-12-06,4.52
143,2022-12-01,1.97
143,2022-12-02,1.95
143,2022-12-03,2.02
143,2022-12-05,1.96
143,2022-12-06,1.96
144,2022-12-01,3.26
144,2022-12-02,3.25
144,2022-12-03,3.35
144,2022-12-05,3.18
144,2022-12-06,3.38
145,2022-12-01,3.7
145,2022-12-02,4.32
145,2022-12-03,3.8
145,2022-12-05,4.33
145,2022-12-06,4.15
146,2022-12-01,2.31
146,2022-12-02,2.31
146,2022-12-03,2.37
146,2022-12-05,2.31
146,2022-12-06,2.37
147,2022-12-01,3.17
147,2022-12-02,3.18
147,2022-12-03,3.12
147,2022-12-05,3.18
147,2022-12-06,3.18
148,2022-12-01,2.73
148,2022-12-02,2.73
148,2022-12-03,2.73
148,2022-12-05,2.73
148,2022-12-06,2.73
149,2022-12-01,2.82
149,2022-12-02,2.92
149,2022-12-03,2.99
149,2022-12-05,2.92
149,2022-12-06,2.97
150,2022-12-01,2.51
150,2022-12-02,2.5
150,2022-12-03,2.52
150,2022-12-05,2.52
150,2022-12-06,2.52
151,2022-12-01,3.32
151,2022-12-02,3.04
151,2022-12-03,3.35
151,2022-12-05,3.2
151,2022-12-06,3.2
153,2022-12-01,3.16
153,2022-12-02,3.19
153,2022-12-03,3.29
153,2022-12-05,3.2
153,2022-12-06,3.12
154,2022-12-01,1.78
154,2022-12-02,1.78
154,2022-12-03,1.78
154,2022-12-05,1.78
154,2022-12-06,1.78
155,2022-12-01,1.02
155,2022-12-02,1.04
155,2022-12-03,1.04
155,2022-12-05,1.04
155,2022-12-06,1.03
156,2022-12-01,9.97
156,2022-12-02,9.92
156,2022-12-03,9.93
156,2022-12-05,9.93
156,2022-12-06,10.63
157,2022-12-01,1.75
157,2022-12-02,1.7
157,2022-12-03,1.71
157,2022-12-05,1.95
157,2022-12-06,2.07
158,2022-11-30,4.15
158,2022-12-01,4.06
158,2022-12-02,3.86
158,2022-12-05,3.82
158,2022-12-06,3.86
159,2022-12-01,2.22
159,2022-12-02,2.22
159,2022-12-03,2.22
159,2022-12-05,2.22
159,2022-12-06,2.22
160,2022-12-01,2.76
160,2022-12-02,2.69
160,2022-12-03,2.76
160,2022-12-05,2.66
160,2022-12-06,2.67
161,2022-12-01,4.32
161,2022-12-02,4.27
161,2022-12-03,4.28
161,2022-12-05,4.4
161,2022-12-06,4.44
162,2022-12-01,3.95
162,2022-12-02,3.93
162,2022-12-03,3.93
162,2022-12-05,3.95
162,2022-12-06,3.93
163,2022-12-01,3.18
163,2022-12-02,3.36
163,2022-12-03,3.38
163,2022-12-05,3.35
163,2022-12-06,3.36
164,2022-12-01,5.51
164,2022-12-02,5.73
164,2022-12-03,5.7
164,2022-12-05,5.67
164,2022-12-06,5.72
165,2022-12-01,2.94
165,2022-12-02,2.82
165,2022-12-03,2.85
165,2022-12-05,3.12
165,2022-12-06,3.26
166,2022-12-01,0.92
166,2022-12-02,0.92
166,2022-12-03,0.92
166,2022-12-05,0.92
166,2022-12-06,0.92
167,2022-12-01,5.68
167,2022-12-02,5.62
167,2022-12-03,6.21
167,2022-12-05,5.59
167,2022-12-06,5.62
168,2022-12-01,15.26
168,2022-12-02,15.42
168,2022-12-03,15.44
168,2022-12-05,13.96
168,2022-12-06,14.16
170,2022-12-01,4.3
170,2022-12-02,4.34
170,2022-12-03,4.36
170,2022-12-05,4.35
170,2022-12-06,4.32
171,2022-12-01,2.41
171,2022-12-02,2.39
171,2022-12-03,2.37
171,2022-12-05,2.39
171,2022-12-06,2.41
172,2022-12-01,4.09
172,2022-12-02,4.12
172,2022-12-03,4.07
172,2022-12-05,4.06
172,2022-12-06,4.03
173,2022-12-01,4.32
173,2022-12-02,4.19
173,2022-12-03,4.31
173,2022-12-05,4.25
173,2022-12-06,4.27
174,2022-10-10,3.88
174,2022-10-11,5.13
174,2022-10-24,2.64
174,2022-10-29,2.64
174,2022-11-15,5.13
175,2022-12-01,3.51
175,2022-12-02,3.48
175,2022-12-03,3.55
175,2022-12-05,3.59
175,2022-12-06,3.29
176,2022-12-01,2.61
176,2022-12-02,2.68
176,2022-12-03,2.65
176,2022-12-05,2.64
176,2022-12-06,2.65
177,2022-12-01,0.62
177,2022-12-02,0.62
177,2022-12-03,0.62
177,2022-12-05,0.62
177,2022-12-06,0.62
178,2022-12-01,3.45
178,2022-12-02,3.47
178,2022-12-03,3.46
178,2022-12-05,3.46
178,2022-12-06,3.45
179,2022-12-01,1.43
179,2022-12-02,1.39
179,2022-12-03,1.41
179,2022-12-05,1.41
179,2022-12-06,1.41
180,2022-12-01,5.47
180,2022-12-02,5.09
180,2022-12-03,5.41
180,2022-12-05,5.5
180,2022-12-06,5.08
181,2022-12-01,2.38
181,2022-12-02,2.35
181,2022-12-03,2.42
181,2022-12-05,2.35
181,2022-12-06,2.35
183,2022-12-01,1.93
183,2022-12-02,2.02
183,2022-12-03,2.02
183,2022-12-05,2.02
183,2022-12-06,1.93
184,2022-12-01,3.44
184,2022-12-02,3.48
184,2022-12-03,3.46
184,2022-12-05,3.5
184,2022-12-06,3.44
185,2022-12-01,0.73
185,2022-12-02,0.73
185,2022-12-03,0.73
185,2022-12-05,0.73
185,2022-12-06,0.73
188,2022-12-01,1.38
188,2022-12-02,1.37
188,2022-12-03,1.35
188,2022-12-05,1.38
188,2022-12-06,1.37
189,2022-12-01,1.58
189,2022-12-02,1.56
189,2022-12-03,1.55
189,2022-12-05,1.57
189,2022-12-06,1.54
190,2022-12-01,5.87
190,2022-12-02,5.95
190,2022-12-03,6.21
190,2022-12-05,5.94
190,2022-12-06,5.91
191,2022-12-01,1.26
191,2022-12-02,1.25
191,2022-12-03,1.24
191,2022-12-05,1.26
191,2022-12-06,1.24
192,2022-12-01,3.72
192,2022-12-02,3.87
192,2022-12-03,3.78
192,2022-12-05,4.08
192,2022-12-06,4.11
193,2022-12-01,1.7
193,2022-12-02,1.69
193,2022-12-03,1.55
193,2022-12-05,1.67
193,2022-12-06,1.76
194,2022-12-01,4.32
194,2022-12-02,4.31
194,2022-12-03,4.35
194,2022-12-05,4.3
194,2022-12-06,4.35
195,2022-12-01,8.95
195,2022-12-02,8.97
195,2022-12-03,9
195,2022-12-05,8.92
195,2022-12-06,8.85
196,2022-12-01,1.34
196,2022-12-02,1.34
196,2022-12-03,1.33
196,2022-12-05,1.34
196,2022-12-06,1.33
197,2022-12-01,2.77
197,2022-12-02,2.78
197,2022-12-03,2.77
197,2022-12-05,2.7
197,2022-12-06,2.7
198,2022-12-01,0.79
198,2022-12-02,0.81
198,2022-12-03,0.8
198,2022-12-05,0.81
198,2022-12-06,0.81
199,2022-12-01,5.22
199,2022-12-02,5.61
199,2022-12-03,5.46
199,2022-12-05,5.5
199,2022-12-06,5.67
201,2022-12-01,1.9
201,2022-12-02,1.86
201,2022-12-03,1.87
201,2022-12-05,1.92
201,2022-12-06,1.9
202,2022-12-01,1.93
202,2022-12-02,1.93
202,2022-12-03,1.9
202,2022-12-05,1.98
202,2022-12-06,2
203,2022-12-01,3.46
203,2022-12-02,3.35
203,2022-12-03,3.49
203,2022-12-05,3.35
203,2022-12-06,3.32
204,2022-12-01,2.1
204,2022-12-02,2.07
204,2022-12-03,2.05
204,2022-12-05,2.14
204,2022-12-06,2.12
205,2022-12-01,9.29
205,2022-12-02,10.46
205,2022-12-03,10.6
205,2022-12-05,10.46
205,2022-12-06,9.21
206,2022-12-01,0.93
206,2022-12-02,0.92
206,2022-12-03,0.93
206,2022-12-05,0.93
206,2022-12-06,0.92
207,2022-12-01,12.2
207,2022-12-02,12.21
207,2022-12-03,12.35
207,2022-12-05,12.21
207,2022-12-06,12.21
208,2022-12-01,2.14
208,2022-12-02,2.14
208,2022-12-03,2.14
208,2022-12-05,2.14
208,2022-12-06,2.14
209,2022-12-01,1.42
209,2022-12-02,1.42
209,2022-12-03,1.42
209,2022-12-05,1.43
209,2022-12-06,1.43
210,2022-12-01,13.31
210,2022-12-02,13.31
210,2022-12-03,13.44
210,2022-12-05,13.34
210,2022-12-06,13.28
211,2022-12-01,1.47
211,2022-12-02,1.49
211,2022-12-03,1.5
211,2022-12-05,1.46
211,2022-12-06,1.42
213,2022-12-01,0.78
213,2022-12-02,0.77
213,2022-12-03,0.78
213,2022-12-05,0.78
213,2022-12-06,0.79
214,2022-12-01,1.55
214,2022-12-02,1.56
214,2022-12-03,1.55
214,2022-12-05,1.55
214,2022-12-06,1.56
215,2022-12-01,0.81
215,2022-12-02,0.78
215,2022-12-03,0.75
215,2022-12-05,0.86
215,2022-12-06,0.83
216,2022-12-01,2.65
216,2022-12-02,2.67
216,2022-12-03,2.62
216,2022-12-05,2.67
216,2022-12-06,2.78
217,2022-12-01,4.84
217,2022-12-02,4.75
217,2022-12-03,4.82
217,2022-12-05,4.85
217,2022-12-06,4.87
219,2022-12-01,2.08
219,2022-12-02,2.08
219,2022-12-03,2.08
219,2022-12-05,2.09
219,2022-12-06,2.08
220,2022-11-30,11.4
220,2022-12-01,11.38
220,2022-12-02,11.32
220,2022-12-03,11.4
220,2022-12-05,11.4
221,2022-12-01,4.17
221,2022-12-02,4.17
221,2022-12-03,4.14
221,2022-12-05,4.2
221,2022-12-06,4.26
222,2022-12-01,9.28
222,2022-12-02,9.27
222,2022-12-03,9.33
222,2022-12-05,9.3
222,2022-12-06,9.31
224,2022-12-01,13.86
224,2022-12-02,13.9
224,2022-12-03,13.85
224,2022-12-05,13.83
224,2022-12-06,13.3
226,2022-12-01,3.8
226,2022-12-02,3.79
226,2022-12-03,3.79
226,2022-12-05,3.81
226,2022-12-06,3.8
228,2022-12-01,11.4
228,2022-12-02,10.14
228,2022-12-03,9.85
228,2022-12-05,10.14
228,2022-12-06,9.69
229,2022-12-01,5.11
229,2022-12-02,4.98
229,2022-12-03,5
229,2022-12-05,4.98
229,2022-12-06,4.96
231,2022-12-01,1.5
231,2022-12-02,1.59
231,2022-12-03,1.6
231,2022-12-05,1.54
231,2022-12-06,1.57
232,2022-12-01,2.55
232,2022-12-02,2.61
232,2022-12-03,2.51
232,2022-12-05,2.59
232,2022-12-06,2.73
233,2022-12-01,1
233,2022-12-02,0.91
233,2022-12-03,1.02
233,2022-12-05,0.99
233,2022-12-06,0.9
234,2022-12-01,1.9
234,2022-12-02,1.88
234,2022-12-03,1.87
234,2022-12-05,1.95
234,2022-12-06,1.95
235,2022-12-01,2.53
235,2022-12-02,2.47
235,2022-12-03,2.8
235,2022-12-05,2.45
235,2022-12-06,2.45
238,2022-12-01,4.69
238,2022-12-02,4.64
